Id,Hotel_name,Review_Title,Review_Text,Rating
1416,The Chariot,"Main location, value hotel",I had been for embassy work and office was situated right opposite to this hotel. This is located very near to T. Nagar for shopping purpose.. Also good food was provided.,65.0
1417,Hyatt Regency Chennai,Happy,Over all its great and pleasant services from entrance,100.0
1418,Accord Metropolitan,The room was spacious,The overall experience of the hotel was good. I had visited this hotel with my family. The appearance of the hotel was good. The check in and checkout was on time in the hotel. The service was good in the hotel. The room was spacious and clean. All the amenities were provided in the room. The food was good in the hotel. The complimentary breakfast was provided in the hotel.,71.0
1419,The Kings,Very well maintained and nice hotel,Very clean and well maintained surely good place to stay and affordable. Can be rated 10/10,65.0
1420,Aryaas,normal,nalla hotel. Reseption very bad. 2013 la stay panena ana food clear illa room k. Time passe lu akum .n good this hotel . High rate army hotel. Food high rate . Ana food clear a illa . Service clear illa . 1 time stay panena yaru stay pana matanka. Water clear illa medium Ana hotel k.room normal irkukum. Room la sound distupe a irukum.,57.0
1421,Hotel Comfort,Not good and not worthy as you people think anyhow please give good,Room boys are better than hotel staff's and hotel restaurant is worst and very much language problems with these guy's they need not speak any other language except Tamil and the area is more ridiculous,43.0
1422,"The Raintree, St. Mary's Road","Excellent, over top service.",This was our first stay in india after we landed in chennai and started our 3 week trek across southern india. A splurge that we're glad we made. Helped us adjust our barrings. Its in a good neighborhood to walk around and explore. Staff was great. Highly recommend.,100.0
1423,Hotel Pandian,Need to Improve on Customer Friendliness,The staff at the reception was not friendly. This was a good hotel long time ago and the service and quality has drastically changed lately.,60.0
1424,La Woods,,If you are going to Chennai just for shopping then the hotel is far from T. NAGAR .,60.0
1425,"The Raintree, St. Mary's Road",Just Lovely!,Great location with airport transport. Breakfast was bountiful! Rooms were clean and spacious with Mini bar coffee maker and hair dryer. Roof top pool resteraunt and bar were amazing with a Daily Happy Hour! aC and Wifi!,100.0
1426,Hilton Chennai,Will stay again.,My stay was good. The addition of the O2 spa was terrific...thank you,80.0
1427,The Park Chennai,Average stay,"While the location, room, facilities are good. There is lot to be improved on service levels especially at the time of check-in and checkout. The staff at the reception counter possibly are not trained well or there is too much of attrition of trained staff. Wait for checkin/checkout is too long and not acceptable from a star category hotel.",71.0
1428,Lemon Tree Chennai,,The service could improve. A lot of time taken for room service.,80.0
1429,Grand Chennai by GRT Hotels,Great Hotel at a perfect location,Great hotel at a perfect location. Comfortable stay for a day.. will stay again at this place .,100.0
1430,Aryaas,Hotel review,There was no activity available at the hotel. All amenities were provided in the room. Wi-Fi facility was provided in the room. I was satisfied to food and drink. I would recommend this hotel to upcoming travellers. The hotel was located inside the city.,71.0
1431,FabHotel Priyadarshini Park Mount Road,,Stay at the hotel is good for the given price. However it was mentioned in the booking email breakfast is included for three days stay. But hotel receptionist say it was not included and ask me to check at HOTELS.COM. I did not get any reply from Hotels.Com until I vacate the room. So I paid for my breakfast at the hotel.,80.0
1432,E Hotel,Awesome Stay,"It was my third visit to this property, excellent location, great people and it was my birthday and they made it memorable by celebrating with me. Awesome food, well maintained spacious rooms and value for money.",100.0
1433,La Woods,Good hotel in a prime location,Good hotel in a prime location close to the beach and US consulate. The rooms are neat and the toilets are clean and spacious. The complimentary breakfast they provide has a good spread. Would definitely recommend to anyone who is looking for a room in Chennai.,86.0
1434,The Residency Towers,Decent hotel but buffet was not up to expectation,Decent hotel but buffet was not up to expectation. You can have better lunch or breakfast for that money,86.0
1435,Radisson Blu GRT Chennai,Conversation was not that much,The location of the hotel was good. The appearance of the hotel was good. I didn’t face any problem to reach the hotel. There was no activity arranged by the hotel.,71.0
1436,Accord Metropolitan,The room was spacious,The overall experience of the hotel was good. I had visited this hotel with my family. The appearance of the hotel was good. The check in and checkout was on time in the hotel. The service was good in the hotel. The room was spacious and clean. All the amenities were provided in the room. The food was good in the hotel. The complimentary breakfast was provided in the hotel.,71.0
1437,The Centre Point,Comfortable stay & good hospitality,"The hotel is appropriately named as The Centre Point as it is right in Centre of all the major companies at OMR. The hotel hospitality is good and the rooms are maintained very well. The staff were pleasant and helpful. Overall, the stay is comfortable.",71.0
1438,VGP Golden Beach Resort,Poor Room Service,"Room is in excellent maintenance, but room service was poor where I asked change of bed cover and iron box but they have not provided me that after calling more than 3 times also. I booked luxury villa but it has lot of lizards, horrible Bath tub where it contains lot of red worms and not maintained properly, also complimentery breakfast is just OK, nothing special, idli, vada, dosai as usual ..",71.0
